"","date","ReviewSource","brand","n"
"1169",2021-09-27,"Playstore","abeg",9
"1170",2021-09-27,"Playstore","flutterwave",3
"1171",2021-09-28,"AppStore","flutterwave",1
"1172",2021-09-28,"Playstore","abeg",5
"1173",2021-09-28,"Playstore","flutterwave",4
"1174",2021-09-29,"Playstore","abeg",14
"1175",2021-09-29,"Playstore","flutterwave",3
"1176",2021-09-30,"Playstore","abeg",12
"1177",2021-09-30,"Playstore","flutterwave",2
"1178",2021-10-01,"AppStore","abeg",1
"1179",2021-10-01,"AppStore","flutterwave",1
"1180",2021-10-01,"Playstore","abeg",23
"1181",2021-10-02,"AppStore","abeg",1
"1182",2021-10-02,"Playstore","abeg",26
"1183",2021-10-02,"Playstore","flutterwave",4
"1184",2021-10-03,"Playstore","abeg",7
"1185",2021-10-03,"Playstore","flutterwave",1
